POINT_ID,Landcover,Landuse,Clay_SOC_score,OC_score,P_score,N_score,K_score,bulk_density_score,EC_score,erosion_score,pH_score,SHI
41883208,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,4,2,4,4,1,3.05
41682400,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,4,4,4,3,3.7
41883154,Woodland,"Amenities, museum, leisure (e.g. parks, botanical gardens)",3,3,4,4,3,4,4,4,1,3.4
41782754,Woodland,Forestry,4,4,4,4,3,4,4,4,1,3.75
41702430,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,3,4,4,4,3,2.9
41822870,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,2,3,2.75
41722428,Woodland,Forestry,4,3,3,4,2,4,4,4,1,3.3
41883064,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,2,3.9
41762422,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,1,1,4,4,4,4,4,3,2.8
41782412,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,4,4,4,3,3.05
41681964,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,3,4,4,4,4,4,2,3.35
41782388,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,2,4,4,4,4,3,3,2.95
41963126,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,2,3,3.3
41822414,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,3,3.85
41822402,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,3,3.6
42123628,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,3,4,2,1,3.25
41902558,Woodland,Semi-natural and natural areas not in use,4,4,4,4,3,4,4,4,2,3.8
41902400,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,3,4,4,4,4,4,3,3.25
41922438,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,3,4,4,4,4,4,3,3.4
41922420,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,3,4,4,1,3,2.5
42143270,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,2,4,4,2,3.6
41881930,Shrubland,Semi-natural and natural areas not in use,4,4,3,4,4,4,4,4,2,3.8
42263760,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,3,3,4,4,2,3.15
41881876,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,3,4,4,4,4,1,3,3.1
42022404,Artificial land,Road transport,1,1,3,4,4,4,4,4,2,2.75
42183148,Woodland,Forestry,3,4,1,4,3,4,4,4,1,3.35
41941786,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,1,1,4,4,2,4,4,4,2.45
41981944,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,2,4,4,4,4,4,2,3.7
41981900,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,3,4,4,4,4,4,3,3.75
42223056,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,3,3,4,2,2,3.1
42263076,Woodland,Forestry,3,4,4,4,4,4,4,4,1,3.75
42061858,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,2,2,3.0
42081910,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,3,4,4,4,4,4,2,3.7
42182510,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,1,3.75
42101916,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,3,4,4,4,4,4,2,3.7
42101830,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,3,3,4,3,2,2.85
42121948,Grassland,Fallow land,4,3,4,4,4,4,4,4,2,3.65
42303034,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,2,3.3
42403584,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,2,3.9
42323086,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,3,4,2,4,2.7
42323042,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,3,3,2.85
42141848,Shrubland,Semi-natural and natural areas not in use,2,3,2,4,4,4,4,4,3,3.3
42423564,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,2,4,4,2,3.35
42443656,Bareland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,3,2,4,4,2,3.25
42141800,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,4,3,3.25
42423538,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,2,3.8
42242422,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,1,3,2.95
42242404,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,3,4,2,4,4,4,2,3.25
42161822,Grassland,Semi-natural and natural areas not in use,2,3,3,4,4,4,4,4,3,3.4
42181952,Grassland,Fallow land,1,2,2,4,4,4,4,4,4,3.0
42403344,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,2,3.8
42181938,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,2,2,4,4,2,4,4,3,2.65
42262432,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,3,3,3.15
42241966,Grassland,Semi-natural and natural areas not in use,1,2,4,4,4,4,4,2,3,2.95
42322510,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,1,2,3.15
42403026,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,3,3.0
42403002,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,4,3.5
42241882,Woodland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,2,3.55
42463356,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,1,3.75
42483322,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,4,3,2.95
42543680,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,3,2,4,4,2,2.75
42483154,Woodland,Forestry,4,3,4,4,3,3,4,4,1,3.35
42321952,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,4,4,1,2,2.35
42462906,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,2,4,4,1,2.6
42422416,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,4,3,2.9
42361906,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,2,4,4,4,4,4,4,3.2
42482812,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,3,3.85
42583542,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,3,2,4,2,2,2.8
42543140,Woodland,Forestry,3,3,4,4,3,4,4,4,1,3.4
42502820,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,3,3.85
42401958,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,2,3,4,4,3,4,4,2,2.95
42543086,Woodland,Forestry,4,4,4,4,2,4,4,2,1,3.45
42543054,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,3,4,4,3,2,3.6
42603492,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,2,4,4,2,3.35
42583236,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,1,2,2.75
42562962,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,4,2,4,4,1,3.05
42522534,Woodland,Semi-natural and natural areas not in use,3,4,4,4,3,4,4,4,1,3.65
42623368,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,4,4,4,2,3.65
42583038,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,3,4,4,4,2,3.35
42603190,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,3,4,1,4,2.6
42602992,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,1,4,4,3,4,4,4,2.6
42623116,Bareland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,2,2,2.85
42481804,Shrubland,Semi-natural and natural areas not in use,2,2,4,4,4,4,4,4,3,3.25
42643222,Woodland,Forestry,4,4,4,4,3,4,4,4,1,3.75
42501808,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,4,4,4,3,2.8
42683482,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,2,4,4,2,3.35
42643126,Bareland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,3,3,4,4,4,3.05
42602746,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,3,4,4,3,3.8
42622896,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,3,2,2.8
42723778,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,3,2,4,4,1,2.95
42723522,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,2,2,3.6
42683096,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,4,3,4,1,2,2.7
42683078,Bareland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,3,3,4,2,2,2.6
42683042,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,2,3.8
42581922,Woodland,Forestry,4,4,4,4,4,4,4,4,2,3.9
42682790,Woodland,Forestry,3,4,4,4,4,4,4,4,2,3.8
42662462,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,3,2,2.8
42763458,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,4,2,4,4,2,2.85
42621864,Shrubland,Semi-natural and natural areas not in use,4,4,3,4,4,4,4,4,2,3.8
42783592,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,2,4,3,2,2.9
42743070,Woodland,Forestry,3,3,4,4,3,4,4,4,1,3.4
42763282,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,2,4,3,2,3.25
42722806,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,3,3.35
42763084,Woodland,Forestry,4,3,4,4,3,4,4,4,1,3.5
42763074,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,2,3.55
42722532,Woodland,Semi-natural and natural areas not in use,4,4,3,4,3,4,4,4,1,3.65
42823644,Woodland,Semi-natural and natural areas not in use,4,3,4,4,2,4,4,1,1,3.1
42722438,Grassland,Fallow land,2,3,4,4,4,4,3,1,3,3.15
42783106,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,4,4,2,3,3.05
42843682,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,3,4,3,2,3.05
42721934,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,3,2,3.45
42863654,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,3,2,4,1,2,2.45
42802824,Woodland,Forestry,2,4,4,4,4,4,4,4,3,3.75
42863582,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,1,4,4,3,3.5
42782484,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,1,3,3.05
42782380,Woodland,Forestry,3,4,4,4,4,4,4,4,2,3.8
42843218,Woodland,Forestry,3,3,4,4,3,3,4,4,1,3.25
42883694,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,4,1,4,1,2,2.65
42863320,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,3,3,4,4,2,3.4
42802392,Woodland,Forestry,3,4,2,4,4,4,4,4,4,3.7
42903756,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,3,4,4,2,2,3.35
42903702,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,2,4,3,2,2.9
42822448,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,1,4,2,2,2.55
42903450,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,2,3.9
42923736,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,2,4,4,2,3.35
42862808,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,3,3.85
42923574,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,1,2,2.6
42903112,Woodland,Forestry,4,3,4,4,2,4,4,4,1,3.4
42882534,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,2,4,3,4,4,4,2,3.6
42963748,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,3,4,2,2,3.55
42943084,Woodland,Forestry,4,3,4,4,3,4,4,4,1,3.5
42942840,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,4,1,4,4,4,4,4,4,3.5
42942810,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,4,3.9
42942490,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,2,3,3.3
42982530,Woodland,Forestry,3,4,3,4,4,4,4,4,1,3.65
43023370,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,3,4,1,3,2.9
43023106,Woodland,Forestry,4,4,4,4,3,4,4,3,1,3.65
43023088,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,3,4,4,3,2.85
43002406,Woodland,Forestry,3,4,2,4,4,4,4,4,3,3.65
43043486,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,3,2,4,4,2,2.75
43022764,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,2,3.55
43022722,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,3,3.95
43022488,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,2,3,3.25
43022470,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,2,4,3,3,3.1
43043086,Woodland,Forestry,3,3,4,4,3,2,4,4,1,3.1
43042466,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,3,4,3,2,2.7
43083770,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,2,4,4,1,3.3
43083598,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,2,4,2,2,3.05
43083270,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,4,2,4,4,1,3.05
43062380,Woodland,Forestry,3,4,1,4,4,4,4,4,1,3.45
43083104,Woodland,Forestry,4,4,4,4,3,4,4,4,1,3.75
43123692,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,3,2,3.3
43123686,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,2,3.4
43123128,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,1,3.0
43123120,Woodland,Forestry,4,4,4,4,2,4,4,4,1,3.65
43123092,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,1,3.35
43122714,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,3,3.85
43122426,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,4,4,2,3,2.85
43143096,Woodland,Forestry,4,4,4,4,3,4,4,4,1,3.75
43163818,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,1,4,4,2,2.85
43163458,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,4,2,4,2,2,2.65
43162914,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,3,1,3.15
43183752,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,3,4,3,2,3.4
43182820,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,2,1,2.8
43182496,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,1,2,2.75
43203586,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,2,4,4,2,2.65
43203016,Artificial land,"Electricity, gas and thermal power distribution",3,3,4,4,4,3,4,4,4,3.5
43202746,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,2,3.8
43202710,Woodland,Forestry,4,4,4,4,3,4,4,4,1,3.75
43202452,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,3,3,3.4
43223216,Woodland,Forestry,4,4,4,4,4,4,4,4,1,3.85
43223266,Woodland,Forestry,4,2,4,4,2,3,4,2,1,2.8
43223702,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,3,4,2,3,3.0
43223738,Woodland,Forestry,4,4,4,4,4,4,4,2,1,3.65
43262402,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,1,3,3.1
43262410,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,2,3.55
43262834,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,4,3.2
43263126,Woodland,Forestry,3,4,4,4,4,4,4,4,3,3.85
43283052,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,2,3.9
43283592,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,4,2,2.9
43303710,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,2,2,2.7
43303764,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,4,3,4,4,1,3.2
43303776,Woodland,Forestry,4,4,4,4,3,4,4,2,1,3.55
43342562,Woodland,Semi-natural and natural areas not in use,4,4,4,4,3,4,4,4,1,3.75
43362402,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,3,4,4,1,2,2.15
43362694,Woodland,Forestry,4,4,1,4,3,4,4,4,2,3.5
43382354,Woodland,Forestry,4,4,3,4,2,4,4,4,1,3.55
43382422,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,2,4,4,4,4,2,3,3.1
43343818,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,4,3,4,2,1,2.65
43363356,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,2,3.8
43402550,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,1,3.75
43403168,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,3,4,4,4,3.75
43403554,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,2,4,4,2,3.0
43403558,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,2,4,4,2,2.65
43423280,Woodland,Forestry,4,4,4,4,3,4,4,3,1,3.65
43443572,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,3,4,2,3,2.65
43502416,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,2,4,4,3,4,2,3,2.6
43503136,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,1,4,4,4,2.85
43562354,Woodland,Forestry,2,3,3,4,4,4,4,4,2,3.35
43542718,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,1,3.75
43562476,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,2,3,3.65
43582384,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,3,3.4
43543126,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3,3.1
43602380,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,3,4,4,4,4,4,3,3.4
43622348,Woodland,Forestry,3,4,3,4,4,4,4,4,1,3.65
43622366,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,3,4,4,4,4,4,3,3.4
43543590,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,3,4,2,3,3.0
43622524,Woodland,Forestry,4,4,4,4,4,4,4,4,1,3.85
43622816,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,3,4,4,4,2,3.45
43662364,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,3,4,4,4,4,1,3,3.0
43662400,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,3,3,2.9
43583564,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,2,3.55
43682430,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,3,3,3.05
43682854,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,1,3,3.55
43722430,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,2,3,2.7
43623598,Grassland,Semi-natural and natural areas not in use,3,3,4,4,4,4,4,4,2,3.55
43663254,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,2,4,4,4,2.75
43742350,Woodland,Forestry,4,4,3,4,4,4,4,4,4,3.9
43623698,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,4,1,4,2,2,2.75
43742362,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,4,3,4,4,4,4,3,4,3.6
43663296,Woodland,Forestry,4,2,4,4,3,4,4,4,1,3.25
43663318,Woodland,Forestry,4,4,4,4,3,4,4,4,1,3.75
43802266,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,2,4,2,3,2.2
43782552,Woodland,Forestry,4,4,3,4,3,4,4,4,1,3.65
43802352,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,4,4,4,4,4,4,4,4,3.8
43782612,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,3,3.95
43782660,Woodland,Forestry,4,4,4,4,3,4,4,4,1,3.75
43802474,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,4,3.65
43802576,Woodland,Forestry,4,4,4,4,4,4,4,4,1,3.85
43822404,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,3,3.35
43822458,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,4,3.9
43802684,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,3,3.85
43802766,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,4,3.9
43862296,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,3,3,3.0
43822800,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,3,3.35
43862700,Woodland,Forestry,4,4,4,4,3,4,4,4,4,3.9
43862872,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3,3.1
43922404,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,1,4,4,3,4,3,3,2.6
43902582,Woodland,Forestry,3,3,1,4,4,4,4,4,1,3.2
43922494,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,3,3.5
43942340,Woodland,Forestry,2,4,1,4,4,4,4,4,4,3.5
43962488,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,4,4,4,3,3.05
43962526,Woodland,Forestry,2,4,2,4,3,4,4,4,2,3.4
43962530,Woodland,Forestry,4,4,2,4,3,4,4,4,3,3.65
43843470,Artificial land,"Electricity, gas and thermal power distribution",3,4,4,4,4,2,4,4,4,3.6
43982406,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,3,4,4,3,2.9
43982428,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,3,4,4,3,3.25
43962614,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,3,3.95
43863456,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,1,4,4,4,2.85
43942996,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,4,3,4,4,4,4,4,2,3.6
44002614,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,2,4,4,4,1,3.05
44022576,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,4,4,4,3,3.05
44062500,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,3,4,3,3.9
44062504,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,2,4,3,4,4,4,1,3.55
44062508,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,2,4,4,4,4,4,2,3.7
44042690,Woodland,Forestry,4,4,4,4,2,4,4,4,3,3.75
44062594,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,3,4,4,3,3.8
44102458,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,3,4,4,3,3.55
44082612,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,3,4,4,3,3.55
43943536,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,3,2,4,4,3,2.85
43983288,Woodland,Forestry,4,4,4,4,2,4,4,4,1,3.65
44062810,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,1,2,2.6
44142272,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,3,4,4,3,2.65
44082690,Woodland,Forestry,4,4,2,4,2,4,4,4,1,3.45
44042974,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,2,3.35
44122502,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,4,4.0
44102696,Woodland,Forestry,4,4,3,4,2,4,4,4,3,3.65
44023246,Woodland,Forestry,4,3,4,4,3,3,4,4,1,3.35
44043276,Woodland,Forestry,4,4,4,4,2,4,4,4,1,3.65
44162580,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,3,4,4,4,4,4,2,3.7
44023516,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,4,3,2.95
44202498,Woodland,Forestry,3,4,4,4,4,4,4,4,4,3.9
44202554,Woodland,Forestry,2,2,4,4,4,4,4,4,1,3.15
44262222,Woodland,Forestry,4,4,3,4,3,4,4,4,1,3.65
44222484,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,4,3.55
44242414,Woodland,Semi-natural and natural areas not in use,2,3,4,4,4,3,4,4,3,3.35
44242446,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,3,3,3.75
44242450,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,3,2,3.8
44123180,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3,3.1
44282288,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,3,3.15
44242558,Woodland,Forestry,3,3,2,4,3,4,4,4,1,3.2
44262496,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,3,3.6
44163086,Woodland,Forestry,2,4,4,4,4,4,4,4,1,3.65
44262538,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,3,4,3,4,4,4,2,3.7
44282494,Grassland,Protection infrastructures,3,4,3,4,3,4,4,4,2,3.6
