POINT_ID,Landcover,Landuse,Clay_SOC_score,OC_score,P_score,N_score,K_score,bulk_density_score,EC_score,erosion_score,pH_score
43123120,Woodland,Forestry,4,4,4,4,2,4,4,4,1
43123092,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,1
43122714,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,3
43122426,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,4,4,2,3
43143096,Woodland,Forestry,4,4,4,4,3,4,4,4,1
43163818,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,1,4,4,2
43163458,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,1,4,4,4,2,4,2,2
43162914,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,3,1
43183752,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,3,4,3,2
43182820,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,2,1
43182496,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,1,2
43203586,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,2,4,4,2
43203016,Artificial land,"Electricity, gas and thermal power distribution",3,3,4,4,4,3,4,4,4
43202746,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,2
43202710,Woodland,Forestry,4,4,4,4,3,4,4,4,1
43202452,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,3,3
43223216,Woodland,Forestry,4,4,4,4,4,4,4,4,1
43223266,Woodland,Forestry,4,2,4,4,2,3,4,2,1
43223702,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,3,4,2,3
43223738,Woodland,Forestry,4,4,4,4,4,4,4,2,1
43262402,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,1,3
43262410,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,2
43262834,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,4
43263126,Woodland,Forestry,3,4,4,4,4,4,4,4,3
43283052,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,2
43283592,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,4,2
43303710,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,2,2
43303764,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,4,3,4,4,1
43303776,Woodland,Forestry,4,4,4,4,3,4,4,2,1
43342562,Woodland,Semi-natural and natural areas not in use,4,4,4,4,3,4,4,4,1
43362402,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,3,4,4,1,2
43362694,Woodland,Forestry,4,4,1,4,3,4,4,4,2
43382354,Woodland,Forestry,4,4,3,4,2,4,4,4,1
43382422,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,2,4,4,4,4,2,3
43343818,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,4,3,4,2,1
43363356,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,2
43402550,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,1
43403168,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,3,4,4,4
43403554,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,2,4,4,2
43403558,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,2,4,4,2
43423280,Woodland,Forestry,4,4,4,4,3,4,4,3,1
43443572,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,3,4,2,3
43502416,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,2,4,4,3,4,2,3
43503136,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,1,4,4,4
43562354,Woodland,Forestry,2,3,3,4,4,4,4,4,2
43542718,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,1
43562476,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,2,3
43582384,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,3
43543126,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3
43602380,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,3,4,4,4,4,4,3
43622348,Woodland,Forestry,3,4,3,4,4,4,4,4,1
43622366,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,3,4,4,4,4,4,3
43543590,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,3,4,2,3
43622524,Woodland,Forestry,4,4,4,4,4,4,4,4,1
43622816,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,3,4,4,4,2
43662364,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,3,4,4,4,4,1,3
43662400,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,3,3
43583564,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,2
43682430,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,3,3
43682854,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,1,3
43722430,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,2,3
43623598,Grassland,Semi-natural and natural areas not in use,3,3,4,4,4,4,4,4,2
43663254,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,2,4,4,4
43742350,Woodland,Forestry,4,4,3,4,4,4,4,4,4
43623698,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,4,1,4,2,2
43742362,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,4,3,4,4,4,4,3,4
43663296,Woodland,Forestry,4,2,4,4,3,4,4,4,1
43663318,Woodland,Forestry,4,4,4,4,3,4,4,4,1
43802266,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,2,4,2,3
43782552,Woodland,Forestry,4,4,3,4,3,4,4,4,1
43802352,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,4,4,4,4,4,4,4,4
43782612,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,3
43782660,Woodland,Forestry,4,4,4,4,3,4,4,4,1
43802474,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,4
43802576,Woodland,Forestry,4,4,4,4,4,4,4,4,1
43822404,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,3
43822458,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,4
43802684,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,3
43802766,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,4
43862296,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,3,3
43822800,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,3
43862700,Woodland,Forestry,4,4,4,4,3,4,4,4,4
43862872,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3
43922404,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,1,4,4,3,4,3,3
43902582,Woodland,Forestry,3,3,1,4,4,4,4,4,1
43922494,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,3
43942340,Woodland,Forestry,2,4,1,4,4,4,4,4,4
43962488,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,4,4,4,3
43962526,Woodland,Forestry,2,4,2,4,3,4,4,4,2
43962530,Woodland,Forestry,4,4,2,4,3,4,4,4,3
43843470,Artificial land,"Electricity, gas and thermal power distribution",3,4,4,4,4,2,4,4,4
43982406,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,3,4,4,3
43982428,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,3,4,4,3
43962614,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,3
43863456,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,1,4,4,4
43942996,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,4,3,4,4,4,4,4,2
44002614,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,2,4,4,4,1
44022576,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,4,4,4,3
44062500,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,3,4,3
44062504,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,2,4,3,4,4,4,1
44062508,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,2,4,4,4,4,4,2
44042690,Woodland,Forestry,4,4,4,4,2,4,4,4,3
44062594,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,3,4,4,3
44102458,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,3,4,4,3
44082612,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,3,4,4,3
43943536,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,3,2,4,4,3
43983288,Woodland,Forestry,4,4,4,4,2,4,4,4,1
44062810,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,1,2
44142272,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,3,4,4,3
44082690,Woodland,Forestry,4,4,2,4,2,4,4,4,1
44042974,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,2
44122502,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,4
44102696,Woodland,Forestry,4,4,3,4,2,4,4,4,3
44023246,Woodland,Forestry,4,3,4,4,3,3,4,4,1
44043276,Woodland,Forestry,4,4,4,4,2,4,4,4,1
44162580,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,3,4,4,4,4,4,2
44023516,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,4,3
44202498,Woodland,Forestry,3,4,4,4,4,4,4,4,4
44202554,Woodland,Forestry,2,2,4,4,4,4,4,4,1
44262222,Woodland,Forestry,4,4,3,4,3,4,4,4,1
44222484,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,4
44242414,Woodland,Semi-natural and natural areas not in use,2,3,4,4,4,3,4,4,3
44242446,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,3,3
44242450,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,3,2
44123180,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3
44282288,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,3
44242558,Woodland,Forestry,3,3,2,4,3,4,4,4,1
44262496,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,3
44163086,Woodland,Forestry,2,4,4,4,4,4,4,4,1
44262538,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,3,4,3,4,4,4,2
44282494,Grassland,Protection infrastructures,3,4,3,4,3,4,4,4,2
44262618,Woodland,Forestry,4,4,4,4,3,4,4,4,1
44342190,Grassland,Fallow land,1,1,2,4,4,2,4,1,3
44143298,Woodland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,2
44302538,Woodland,Forestry,4,4,2,4,3,4,4,4,2
44123522,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,1,4,4,2
44342402,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,3
44163400,Grassland,Commerce,4,2,4,4,4,4,4,4,1
44342474,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,3
44322650,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,2,4,4,4,3
44362440,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,3,4,4,3
44203300,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,3,1,4,4,2
44422216,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,3
44223286,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,4,3,4,4,1
44402394,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,3,4,4,3
44382616,Woodland,Forestry,3,3,3,4,3,4,4,4,1
44422522,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,2,4,4,4,4,4,3
44442424,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,3,4,4,2
44442510,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,3
44482376,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,4,4,2,3
44343058,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,1,4
44522366,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,1,3
44522402,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,2
44522406,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,3
44402962,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,2
44482626,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,3,4,4,3
44582206,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,3,4,4,4,4,4,3
44542404,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,3
44522550,Woodland,Forestry,3,4,3,4,4,4,4,4,4
44283610,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,1,4,3,3
44403106,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,2,4,4,3
44482834,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,2,3
44602356,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,1,4,4,3,4,4,3
44582466,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,3
44483006,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,2,4,4,4,1
44602522,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,3,4,4,3,4,4,3
44602536,Woodland,Forestry,4,4,3,4,4,4,4,4,2
44483176,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,2,4,4,2
44662456,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,3,4,4,4,3
44702302,Woodland,Semi-natural and natural areas not in use,2,4,1,4,4,4,4,4,1
44463286,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,4,2,4,4,3
44662492,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,3,4,4,4,4,1,3
44682440,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,3,3
44702374,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3
44742228,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,1,2
44562976,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,4,4,4,4,4,4,3,4
44702410,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,4,3
44782216,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,3,4,3,3
44603022,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3
44782356,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,3,4,4,3
44623090,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,1,4,4,3
44802442,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,3
44483636,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,4,1,4,2,3
44762764,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,3
44922166,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,1,2
44802636,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,3,4,4,3
44882352,Grassland,Fallow land,1,2,1,4,4,4,4,3,3
44942142,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,3,4,4,4,4,4,3
44643268,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,4,1,4,4,3
44862512,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,2,3
44922328,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,2,4,4,4,3,4,3
44643358,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,2,4,4,4
44862602,Woodland,Forestry,4,4,3,4,4,4,4,4,3
44663338,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,4,2,4,4,2
44922480,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,3
44922558,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,3,4,3,4,4,4,2
44962522,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,3,4,1,3
45002386,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,3
45102102,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,1,3
44922728,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,4,2
44982564,Woodland,Forestry,3,4,3,4,4,4,4,3,2
45122134,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,4,4,1,2
44783296,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,2,4,4,3,3,4,4,2
45002638,Woodland,Forestry,4,4,4,4,3,4,4,4,2
45042534,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,3
45102336,Grassland,"Amenities, museum, leisure (e.g. parks, botanical gardens)",2,3,1,4,4,4,4,4,3
45122296,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,2,4,4,4,4,1,2
44803324,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,4,1,4,4,2
44843230,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,1,4,4,4,1,4,4,2
45062550,Woodland,Forestry,4,4,4,4,3,4,4,4,1
45062554,Woodland,Forestry,4,4,4,4,4,4,4,4,2
44823334,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,3,2,4,3,1
44942974,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,2
45122434,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,3,4,4,3
44883234,Woodland,Forestry,3,1,4,4,2,2,4,4,1
45122530,Grassland,Fallow land,1,3,4,4,4,2,4,2,3
45122538,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,3,4,1,3
45222326,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,3,4,4,2
45282148,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,3,4,4,2,4,4,3
44963130,Woodland,Forestry,4,4,4,4,3,4,4,4,1
45003106,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,4
45282274,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,3,4,4,4,4,4,3
45342100,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,1,4
45362066,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,2,4,4,3,4,3,3
45242518,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,4,3
45222602,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,2,4,3,4,4,4,4
45023176,Woodland,Forestry,4,4,4,4,2,4,4,4,1
45362200,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,4,4,1,3
45102976,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,3,4,2,1
45162820,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,2,2
45142936,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,3,4,4,1
45581630,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,1,4,4,3,4,4,3
45023284,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,3,3,4,4,4
45462120,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,4,3
45222812,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,2,2
45063274,Woodland,Forestry,4,3,4,4,3,3,4,4,1
45342510,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,3,3
45322594,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,3,4,2,4,4,4,3
45282706,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,4,1
45202942,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3
45242946,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,3
45382568,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,4,4,1,3
45482304,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,3,4,4,2
45063428,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,1,4,4,4,3
45242968,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,3,2,4,4,3
45342706,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,3,4,4,4,2
45123304,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,3,4,2,4,4,4,2
45721660,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,2,4,4,3
45183250,Woodland,Forestry,4,1,4,4,2,2,4,4,1
45462542,Woodland,Forestry,4,4,4,4,3,2,4,4,3
45302988,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,3,4,4,4,2
45482530,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,4,4,4,4,4,4,2,3
45482566,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,2,4,3,3,4,1,3
45502518,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,4,2,4,4,2
45821652,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,4
45163414,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,1,4,4,3
45602298,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,1,2
45482622,Woodland,Forestry,4,4,3,4,3,4,4,4,2
45702042,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,1,4,2,1
45442766,Woodland,Forestry,4,4,4,4,3,4,4,4,1
45662196,Shrubland,Semi-natural and natural areas not in use,2,3,2,4,4,4,4,4,3
45662242,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,3,1,4,4,3,4,1,3
45462760,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,4,2
45542560,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,2,4,1,2
45243306,Woodland,Forestry,4,1,4,4,1,2,4,4,1
45742046,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,4,4,4,2
45382978,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,3,4,4,2
45502702,Grassland,Agriculture (excluding fallow land and kitchen gardens),2,2,2,4,4,3,4,4,1
45323152,Grassland,Road transport,4,1,4,4,3,2,4,4,3
45422942,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,2,4,3,4
45602518,Grassland,Fallow land,3,4,4,4,4,3,4,4,2
45762134,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,2,3,4,3,3,4,4,3
45502846,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,3,4,4,4,2,4,2,3
45582678,Woodland,Forestry,4,4,4,4,4,4,4,4,1
45283408,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,1,4,4,4,2,4,4,4
45502954,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,3,1
45522910,Woodland,Forestry,3,3,4,4,3,4,4,4,1
45662592,Woodland,Semi-natural and natural areas not in use,4,4,1,4,2,4,4,4,3
45562852,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,3,3,4,4,2
45522960,Grassland,Semi-natural and natural areas not in use,3,3,4,4,4,3,4,4,2
45622768,Grassland,Forestry,4,4,4,4,4,4,4,4,1
45642750,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,4,4,3,4,4,4,3
45562946,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,2,3
45562960,Woodland,Forestry,4,4,4,4,2,4,4,4,1
46121612,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,2,4,4,4,2,4,4,3
45582938,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,4,2
45722614,Woodland,Forestry,4,4,2,4,2,4,4,4,2
45742568,Woodland,Forestry,2,3,1,4,3,4,4,4,1
45443304,Woodland,Forestry,4,4,4,4,1,4,4,4,1
45902272,Cropland,Agriculture (excluding fallow land and kitchen gardens),4,4,3,4,4,4,4,2,3
45622926,Cropland,Agriculture (excluding fallow land and kitchen gardens),3,2,4,4,4,3,4,3,2
45702780,Woodland,Forestry,4,4,4,4,2,4,4,4,1
45603022,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,4,4,4,4,4,4,4,3
46022134,Shrubland,Semi-natural and natural areas not in use,2,3,2,4,4,4,4,4,3
46241610,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,3,4,4,3
45762794,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,3,4,4,2
45702964,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,4,4,4,4,4,2,2
45882610,Woodland,Forestry,4,4,2,4,3,4,4,4,1
45882618,Grassland,Agriculture (excluding fallow land and kitchen gardens),4,4,3,4,3,4,4,4,4
46062258,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,4,4,1,3
45842754,Grassland,Agriculture (excluding fallow land and kitchen gardens),3,3,1,4,4,4,4,4,2
45902624,Woodland,Forestry,4,4,2,4,1,4,4,4,3
45882676,Woodland,Forestry,4,4,3,4,2,4,4,4,1
45842808,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,2,4,4,4,2,4,2,2
46381602,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,1,4,4,3,4,2,3
46202044,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,3,4,4,4,4,4,2,4
45922694,Woodland,Forestry,4,4,4,4,2,4,4,4,3
46122272,Cropland,Agriculture (excluding fallow land and kitchen gardens),1,1,3,4,4,4,4,1,2
45763046,Cropland,Agriculture (excluding fallow land and kitchen gardens),2,3,4,4,4,3,4,4,4
46401640,Grassland,Agriculture (excluding fallow land and kitchen gardens),1,1,4,4,4,2,4,2,3
